path,file_type,field_or_key,shape_or_columns,category_mapping,spatial_alignment_evidence,temporal_alignment_evidence,notes,source,source_scope
runs/phase27_volume_response_seed42_40e/visualizations/epoch_001/val_batch_0001/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_001/val_batch_0001/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_001/val_batch_0001/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_001/val_batch_0001/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_002/val_batch_0000/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_002/val_batch_0000/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_002/val_batch_0000/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_002/val_batch_0000/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_002/val_batch_0000/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_002/val_batch_0000/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_002/val_batch_0001/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_002/val_batch_0001/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_002/val_batch_0001/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_002/val_batch_0001/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_002/val_batch_0001/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_002/val_batch_0001/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_003/val_batch_0000/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_003/val_batch_0000/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_003/val_batch_0000/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_003/val_batch_0000/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_003/val_batch_0000/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_003/val_batch_0000/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_003/val_batch_0001/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_003/val_batch_0001/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_003/val_batch_0001/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_003/val_batch_0001/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_003/val_batch_0001/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_003/val_batch_0001/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_004/val_batch_0000/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_004/val_batch_0000/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_004/val_batch_0000/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_004/val_batch_0000/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_004/val_batch_0000/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_004/val_batch_0000/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_004/val_batch_0001/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_004/val_batch_0001/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_004/val_batch_0001/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_004/val_batch_0001/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_004/val_batch_0001/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_004/val_batch_0001/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_005/val_batch_0000/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_005/val_batch_0000/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_005/val_batch_0000/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_005/val_batch_0000/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_005/val_batch_0000/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_005/val_batch_0000/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_005/val_batch_0001/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_005/val_batch_0001/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_005/val_batch_0001/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_005/val_batch_0001/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_005/val_batch_0001/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_005/val_batch_0001/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_006/val_batch_0000/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_006/val_batch_0000/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_006/val_batch_0000/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_006/val_batch_0000/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_006/val_batch_0000/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_006/val_batch_0000/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_006/val_batch_0001/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_006/val_batch_0001/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_006/val_batch_0001/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_006/val_batch_0001/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_006/val_batch_0001/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_006/val_batch_0001/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_007/val_batch_0000/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_007/val_batch_0000/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_007/val_batch_0000/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_007/val_batch_0000/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_007/val_batch_0000/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_007/val_batch_0000/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_007/val_batch_0001/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_007/val_batch_0001/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_007/val_batch_0001/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_007/val_batch_0001/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_007/val_batch_0001/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_007/val_batch_0001/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_008/val_batch_0000/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_008/val_batch_0000/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_008/val_batch_0000/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_008/val_batch_0000/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_008/val_batch_0000/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_008/val_batch_0000/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_008/val_batch_0001/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_008/val_batch_0001/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_008/val_batch_0001/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_008/val_batch_0001/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_008/val_batch_0001/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_008/val_batch_0001/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_009/val_batch_0000/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_009/val_batch_0000/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_009/val_batch_0000/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_009/val_batch_0000/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_009/val_batch_0000/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_009/val_batch_0000/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_009/val_batch_0001/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_009/val_batch_0001/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_009/val_batch_0001/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_009/val_batch_0001/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_009/val_batch_0001/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_009/val_batch_0001/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_010/val_batch_0000/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_010/val_batch_0000/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_010/val_batch_0000/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_010/val_batch_0000/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_010/val_batch_0000/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_010/val_batch_0000/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_010/val_batch_0001/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_010/val_batch_0001/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_010/val_batch_0001/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_010/val_batch_0001/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_010/val_batch_0001/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_010/val_batch_0001/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_011/val_batch_0000/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_011/val_batch_0000/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_011/val_batch_0000/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_011/val_batch_0000/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_011/val_batch_0000/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_011/val_batch_0000/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_011/val_batch_0001/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_011/val_batch_0001/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_011/val_batch_0001/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_011/val_batch_0001/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_011/val_batch_0001/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_011/val_batch_0001/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_012/val_batch_0000/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_012/val_batch_0000/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_012/val_batch_0000/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_012/val_batch_0000/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_012/val_batch_0000/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_012/val_batch_0000/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_012/val_batch_0001/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_012/val_batch_0001/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_012/val_batch_0001/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_012/val_batch_0001/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_012/val_batch_0001/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_012/val_batch_0001/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_013/val_batch_0000/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_013/val_batch_0000/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_013/val_batch_0000/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_013/val_batch_0000/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_013/val_batch_0000/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_013/val_batch_0000/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_013/val_batch_0001/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_013/val_batch_0001/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_013/val_batch_0001/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_013/val_batch_0001/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_013/val_batch_0001/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_013/val_batch_0001/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_014/val_batch_0000/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_014/val_batch_0000/summary.json,json,metadata.0.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_014/val_batch_0000/summary.json,json,metadata.0.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_014/val_batch_0000/summary.json,json,metadata.1.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_014/val_batch_0000/summary.json,json,metadata.1.pred_steps,,rainfall_source_alignment,,,Matched terms: pred_steps,,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_014/val_batch_0000/summary.json,json,metadata.1.alignment_mode,,rainfall_source_alignment,,,"Matched terms: alignment, mass_preserving",,run_output
runs/phase27_volume_response_seed42_40e/visualizations/epoch_014/val_batch_0001/summary.json,json,metadata.0.input_steps,,rainfall_source_alignment,,,Matched terms: input_steps,,run_output
